item,source,group,level,intent,expect,metric,target,actual_metric,fired_all_rules,fired_live,missing,false_fire,suppressed,co_fired,status_live,cell_live
MIX2_SPECTIGHT-EDGE_L4_143,19,combo,4,SPEC_TOO_TIGHT;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
MIX2_SPECTIGHT-EDGE_L5_144,19,combo,5,SPEC_TOO_TIGHT;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
MIX2_WIDE-CLUSTER_L4_060_478,19,mixed,4,WIDE_DISTRIBUTION;CLUSTER_FAIL,fire,(조합),,,CLUSTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_CENTER-WIDE_L5_134,20,combo,5,CENTER_FAIL;WIDE_DISTRIBUTION,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;WAFER_GRADIENT,WIDE_DISTRIBUTION;LOW_CPK,,,,BIDIR_TAIL;LOW_CPK;WAFER_GRADIENT,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_CONSTANT-EDGE_L1_165,20,combo,1,CONSTANT_VALUE;EDGE_FAIL,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_CONSTANT-EDGE_L2_166,20,combo,2,CONSTANT_VALUE;EDGE_FAIL,fire,(조합),,,CONSTANT_VALUE;EDGE_FAIL,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_CONSTANT-EDGE_L3_167,20,combo,3,CONSTANT_VALUE;EDGE_FAIL,fire,(조합),,,CONSTANT_VALUE;EDGE_FAIL,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_CONSTANT-EDGE_L4_168,20,combo,4,CONSTANT_VALUE;EDGE_FAIL,fire,(조합),,,CONSTANT_VALUE;EDGE_FAIL,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_CONSTANT-EDGE_L5_169,20,combo,5,CONSTANT_VALUE;EDGE_FAIL,fire,(조합),,,CONSTANT_VALUE;EDGE_FAIL,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_SUBPOP-CENTER_L1_150,20,combo,1,SUBPOP_GAP;CENTER_FAIL,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_SUBPOP-CENTER_L2_151,20,combo,2,SUBPOP_GAP;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;CLUSTER_FAIL;SUBPOP_GAP,SUBPOP_GAP,,,,CLUSTER_FAIL,MAJOR,"[MAJOR][이봉] [현상] 분포가 2개 level로 분리되는 양상입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포가 두 무리로 분리(이봉) — 로트/장비 혼입·조건 이원화 점검"
MIX2_SUBPOP-CENTER_L3_152,20,combo,3,SUBPOP_GAP;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;SUBPOP_GAP,SUBPOP_GAP,,,,,MAJOR,"[MAJOR][이봉] [현상] 분포가 2개 level로 분리되는 양상입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포가 두 무리로 분리(이봉) — 로트/장비 혼입·조건 이원화 점검"
MIX3_WIDE-SEVOUT-EDGE_L1_175,20,combo,1,WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,not_fire,(조합),,,CLUSTER_FAIL,UNKNOWN,,,,CLUSTER_FAIL,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX3_WIDE-SEVOUT-EDGE_L2_176,20,combo,2,WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;WIDE_DISTRIBUTION;SEVERE_OUTLIER;BIDIR_TAIL;LOW_CPK;HEAVY_TAIL,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK;HEAVY_TAIL,,,,BIDIR_TAIL;LOW_CPK;HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX1_EDGE_L3_011_429,21,mixed,3,EDGE_FAIL,fire,(조합),,,EDGE_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_EDGE-SPECTIGHT_L5_020_438,21,mixed,5,EDGE_FAIL;SPEC_TOO_TIGHT,fire,(조합),,,EDGE_FAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
MIX2_HEAVYTAIL-EDGE_L4_008_426,21,mixed,4,HEAVY_TAIL;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX2_SUBPOP-CENTER_L4_153,21,combo,4,SUBPOP_GAP;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;SUBPOP_GAP,,,,WIDE_DISTRIBUTION;LOW_CPK,MAJOR,"[MAJOR][이봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_SUBPOP-CENTER_L5_154,21,combo,5,SUBPOP_GAP;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK;WAFER_GRADIENT;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;SUBPOP_GAP,,,,WIDE_DISTRIBUTION;LOW_CPK;WAFER_GRADIENT,MAJOR,"[MAJOR][다봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_SUBPOP-EDGE_L2_005_423,21,mixed,2,SUBPOP_GAP;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;SUBPOP_GAP,SUBPOP_GAP,,,,,MAJOR,"[MAJOR][이봉] [현상] 분포가 2개 level로 분리되는 양상입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포가 두 무리로 분리(이봉) — 로트/장비 혼입·조건 이원화 점검"
MIX3_HEAVYTAIL-SPECTIGHT-EDGE_L3_036_454,21,mixed,3,HEAVY_TAIL;SPEC_TOO_TIGHT;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;SPEC_TOO_TIGHT;HEAVY_TAIL,HEAVY_TAIL;SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX3_SUBPOP-WIDE-CENTER_L1_185,21,combo,1,SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX3_WIDE-SEVOUT-EDGE_L3_177,21,combo,3,WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;WIDE_DISTRIBUTION;SEVERE_OUTLIER;BIDIR_TAIL;LOW_CPK;HEAVY_TAIL,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK;HEAVY_TAIL,,,,BIDIR_TAIL;LOW_CPK;HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX3_WIDE-SEVOUT-EDGE_L4_178,21,combo,4,WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;WIDE_DISTRIBUTION;SEVERE_OUTLIER;BIDIR_TAIL;LOW_CPK,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX3_WIDE-SEVOUT-EDGE_L5_179,21,combo,5,WIDE_DISTRIBUTION;SEVERE_OUTLIER;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;WIDE_DISTRIBUTION;SEVERE_OUTLIER;BIDIR_TAIL;LOW_CPK,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX1_CENTER_L3_002_420,22,mixed,3,CENTER_FAIL,fire,(조합),,,CENTER_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX1_EDGE_L2_059_477,22,mixed,2,EDGE_FAIL,fire,(조합),,,EDGE_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_EDGE-HEAVYTAIL_L3_055_473,22,mixed,3,EDGE_FAIL;HEAVY_TAIL,fire,(조합),,,EDGE_FAIL;HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX2_EDGE-SEVOUT_L4_048_466,22,mixed,4,EDGE_FAIL;SEVERE_OUTLIER,fire,(조합),,,EDGE_FAIL;SEVERE_OUTLIER;SPEC_TOO_TIGHT,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_SPECTIGHT-EDGE_L5_031_449,22,mixed,5,SPEC_TOO_TIGHT;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
MIX3_EDGE-HEAVYTAIL-MEANSHIFT_L5_038_456,22,mixed,5,EDGE_FAIL;HEAVY_TAIL;MEAN_SHIFT,fire,(조합),,,EDGE_FAIL;LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,LOW_CPK;MEAN_SHIFT;HEAVY_TAIL,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
MIX3_MEANSHIFT-EDGE-SUBPOP_L2_054_472,22,mixed,2,MEAN_SHIFT;EDGE_FAIL;SUBPOP_GAP,fire,(조합),,,EDGE_FAIL;MEAN_SHIFT;SUBPOP_GAP,SUBPOP_GAP;MEAN_SHIFT,,,,,MAJOR,"[MAJOR][이봉] [현상] 분포가 2개 level로 분리되는 양상입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포가 두 무리로 분리(이봉) — 로트/장비 혼입·조건 이원화 점검"
MIX3_SPECTIGHT-SEVOUT-EDGE_L4_058_476,22,mixed,4,SPEC_TOO_TIGHT;SEVERE_OUTLIER;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;SEVERE_OUTLIER;SPEC_TOO_TIGHT;BIDIR_TAIL,SEVERE_OUTLIER;SPEC_TOO_TIGHT,,,,BIDIR_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX3_SUBPOP-WIDE-CENTER_L2_186,22,combo,2,SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;CLUSTER_FAIL;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;SUBPOP_GAP,,,,BIDIR_TAIL;LOW_CPK;CLUSTER_FAIL,MAJOR,"[MAJOR][이봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX3_SUBPOP-WIDE-CENTER_L3_187,22,combo,3,SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;SUBPOP_GAP,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR][이봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX3_SUBPOP-WIDE-CENTER_L4_188,22,combo,4,SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;SUBPOP_GAP,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR][이봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX1_CENTER_L2_077_495,23,mixed,2,CENTER_FAIL,fire,(조합),,,CENTER_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX1_EDGE_L2_062_480,23,mixed,2,EDGE_FAIL,fire,(조합),,,EDGE_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_EDGE-HEAVYTAIL_L4_079_497,23,mixed,4,EDGE_FAIL;HEAVY_TAIL,fire,(조합),,,EDGE_FAIL;HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
MIX3_MEANSHIFT-SEVOUT-EDGE_L2_080_498,23,mixed,2,MEAN_SHIFT;SEVERE_OUTLIER;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;SEVERE_OUTLIER;MEAN_SHIFT;HEAVY_TAIL,SEVERE_OUTLIER;MEAN_SHIFT;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX3_MEANSHIFT-SUBPOP-CENTER_L4_003_421,23,mixed,4,MEAN_SHIFT;SUBPOP_GAP;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT;SUBPOP_GAP,,,,WIDE_DISTRIBUTION;LOW_CPK,MAJOR,"[MAJOR][이봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX3_SUBPOP-WIDE-CENTER_L5_189,23,combo,5,SUBPOP_GAP;WIDE_DISTRIBUTION;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;WAFER_GRADIENT;SUBPOP_GAP,WIDE_DISTRIBUTION;LOW_CPK;SUBPOP_GAP,,,,BIDIR_TAIL;LOW_CPK;WAFER_GRADIENT,MAJOR,"[MAJOR][다봉] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX3_WIDE-MEANSHIFT-EDGE_L4_076_494,23,mixed,4,WIDE_DISTRIBUTION;MEAN_SHIFT;EDGE_FAIL,fire,(조합),,,EDGE_FAIL;WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT,WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX1_CENTER_L3_021_439,24,mixed,3,CENTER_FAIL,fire,(조합),,,CENTER_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_OUTWARN-CENTER_L3_063_481,24,mixed,3,OUTLIER_WARN;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX3_WIDE-MEANSHIFT-CENTER_L5_016_434,24,mixed,5,WIDE_DISTRIBUTION;MEAN_SHIFT;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT;WAFER_GRADIENT,WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT,,,,LOW_CPK;WAFER_GRADIENT,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX1_CENTER_L4_035_453,25,mixed,4,CENTER_FAIL,fire,(조합),,,CENTER_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,OUTLIER_WARN;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_SEVOUT-CENTER_L2_081_499,25,mixed,2,SEVERE_OUTLIER;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;SEVERE_OUTLIER;HEAVY_TAIL,SEVERE_OUTLIER;HEAVY_TAIL,,,,HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX3_CENTER-MEANSHIFT-WIDE_L5_018_436,25,mixed,5,CENTER_FAIL;MEAN_SHIFT;WIDE_DISTRIBUTION,fire,(조합),,,CENTER_FAIL;WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT;WAFER_GRADIENT,WIDE_DISTRIBUTION;LOW_CPK;MEAN_SHIFT,,,,LOW_CPK;WAFER_GRADIENT,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
MIX2_CENTER-OUTWARN_L5_025_443,26,mixed,5,CENTER_FAIL;OUTLIER_WARN,fire,(조합),,,CENTER_FAIL;OUTLIER_WARN;HEAVY_TAIL,OUTLIER_WARN;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX3_OUTWARN-SPECTIGHT-CENTER_L4_053_471,26,mixed,4,OUTLIER_WARN;SPEC_TOO_TIGHT;CENTER_FAIL,fire,(조합),,,CENTER_FAIL;OUTLIER_WARN;SPEC_TOO_TIGHT;HEAVY_TAIL,OUTLIER_WARN;SPEC_TOO_TIGHT;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
